Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Area Count,Crop Flow(bu/h),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Moisture(%),Speed(mph),Swath Width(ft),Yield (Dry)(bu/ac),Yield (Wet)(bu/ac),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac)
-86.19076289,40.98536432,AULT,HOME,BACK LANE44,On,974.53,16.24,7/11/2020,Yes,806.91,13.80,2.863,34.53,81.03,81.31,4861.6,4878.5
-86.19077815,40.98536418,AULT,HOME,BACK LANE44,On,960.67,16.01,7/11/2020,Yes,806.57,13.70,2.825,34.48,81.18,81.37,4870.9,4882.2
-86.19079342,40.98536411,AULT,HOME,BACK LANE44,On,967.70,16.13,7/11/2020,Yes,806.13,13.60,2.854,34.45,81.11,81.20,4866.4,4872.0
-86.19080847,40.98536397,AULT,HOME,BACK LANE44,On,967.03,16.12,7/11/2020,Yes,805.66,14.00,2.825,34.45,81.50,81.97,4889.9,4918.3
-86.19082343,40.98536411,AULT,HOME,BACK LANE44,On,999.98,16.67,7/11/2020,Yes,805.30,14.20,2.863,34.44,82.98,83.66,4978.7,5019.3
-86.19083794,40.98536403,AULT,HOME,BACK LANE44,On,955.71,15.93,7/11/2020,Yes,805.03,14.30,2.789,34.57,81.02,81.77,4860.9,4906.3
-86.19085287,40.98536418,AULT,HOME,BACK LANE44,On,1069.0,17.82,7/11/2020,Yes,804.67,13.80,2.834,34.57,89.69,90.00,5381.3,5400.0
-86.19086756,40.98536401,AULT,HOME,BACK LANE44,On,930.25,15.50,7/11/2020,Yes,804.31,13.70,2.823,34.65,78.28,78.46,4696.8,4707.6
-86.19088250,40.98536384,AULT,HOME,BACK LANE44,On,1001.0,16.68,7/11/2020,Yes,804.00,13.90,2.798,34.61,84.87,85.27,5092.3,5115.9
-86.19089720,40.98536386,AULT,HOME,BACK LANE44,On,1002.9,16.71,7/11/2020,Yes,803.83,14.10,2.812,34.58,84.50,85.09,5069.7,5105.1
-86.19091213,40.98536375,AULT,HOME,BACK LANE44,On,1083.7,18.06,7/11/2020,Yes,803.59,13.90,2.798,34.64,91.82,92.24,5509.0,5534.6
-86.19092715,40.98536342,AULT,HOME,BACK LANE44,On,1030.2,17.17,7/11/2020,Yes,803.20,13.50,2.801,34.64,87.62,87.62,5257.1,5257.1
-86.19094209,40.98536328,AULT,HOME,BACK LANE44,On,1047.0,17.45,7/11/2020,Yes,802.82,13.50,2.814,34.56,88.82,88.82,5328.9,5328.9
-86.19095701,40.98536281,AULT,HOME,BACK LANE44,On,1013.1,16.89,7/11/2020,Yes,802.48,13.80,2.798,34.53,86.21,86.51,5172.3,5190.3
-86.19097198,40.98536267,AULT,HOME,BACK LANE44,On,995.16,16.59,7/11/2020,Yes,802.14,13.80,2.821,34.31,84.54,84.84,5072.6,5090.3
-86.19098651,40.98536211,AULT,HOME,BACK LANE44,On,887.61,14.79,7/11/2020,Yes,801.74,13.60,2.734,34.17,78.31,78.40,4698.5,4703.9
-86.19099582,40.98536199,AULT,HOME,BACK LANE44,On,819.89,13.66,7/11/2020,Yes,801.52,13.40,2.051,33.94,97.15,97.15,5828.8,5828.8
-86.19100485,40.98536195,AULT,HOME,BACK LANE44,On,875.69,14.59,7/11/2020,Yes,801.33,13.60,1.684,33.85,126.57,126.71,7594.0,7602.8
-86.19101348,40.98536193,AULT,HOME,BACK LANE44,On,851.40,14.19,7/11/2020,Yes,801.15,13.80,1.662,33.80,124.59,125.03,7475.5,7501.5
-86.19102245,40.98536163,AULT,HOME,BACK LANE44,On,850.49,14.17,7/11/2020,Yes,800.93,13.60,1.651,33.74,125.82,125.97,7549.4,7558.2
-86.19103109,40.98536163,AULT,HOME,BACK LANE44,On,818.04,13.63,7/11/2020,Yes,800.76,13.30,1.622,33.61,123.82,123.82,7429.0,7429.0
-86.19103989,40.98536164,AULT,HOME,BACK LANE44,On,931.95,15.53,7/11/2020,Yes,800.65,13.70,1.660,33.52,137.87,138.19,8272.4,8291.5
-86.19104863,40.98536155,AULT,HOME,BACK LANE44,On,813.40,13.56,7/11/2020,Yes,800.38,14.10,1.622,33.47,122.75,123.61,7365.2,7416.6
-86.19105752,40.98536150,AULT,HOME,BACK LANE44,On,813.00,13.55,7/11/2020,Yes,800.19,14.30,1.655,33.37,120.29,121.41,7217.5,7284.9
-86.19106621,40.98536142,AULT,HOME,BACK LANE44,On,807.87,13.46,7/11/2020,Yes,800.00,13.80,1.626,33.27,122.75,123.18,7365.2,7390.8
-86.19107486,40.98536127,AULT,HOME,BACK LANE44,On,811.40,13.52,7/11/2020,Yes,799.82,13.20,1.622,33.17,124.43,124.43,7465.7,7465.7
-86.19108356,40.98536152,AULT,HOME,BACK LANE44,On,806.24,13.44,7/11/2020,Yes,799.62,13.40,1.628,33.05,123.59,123.59,7415.5,7415.5
-86.19109195,40.98536127,AULT,HOME,BACK LANE44,On,880.31,14.67,7/11/2020,Yes,799.36,13.80,1.631,33.04,134.31,134.78,8058.5,8086.5
-86.19110034,40.98536129,AULT,HOME,BACK LANE44,On,837.54,13.96,7/11/2020,Yes,799.32,13.60,1.617,32.92,129.63,129.78,7777.9,7786.9
-86.19110871,40.98536132,AULT,HOME,BACK LANE44,On,952.40,15.87,7/11/2020,Yes,799.18,13.00,1.590,32.80,150.61,150.61,9036.6,9036.6
-86.19111658,40.98536139,AULT,HOME,BACK LANE44,On,979.04,16.32,7/11/2020,Yes,799.11,12.90,1.590,32.72,155.21,155.21,9312.6,9312.6
-86.19112492,40.98536156,AULT,HOME,BACK LANE44,On,791.23,13.19,7/11/2020,Yes,799.02,13.40,1.590,32.65,125.69,125.69,7541.3,7541.3
-86.19113299,40.98536182,AULT,HOME,BACK LANE44,On,791.74,13.20,7/11/2020,Yes,798.94,13.50,1.559,32.67,128.24,128.24,7694.6,7694.6
-86.19114121,40.98536209,AULT,HOME,BACK LANE44,On,803.75,13.40,7/11/2020,Yes,798.94,12.90,1.593,32.75,127.11,127.11,7626.9,7626.9
-86.19114936,40.98536232,AULT,HOME,BACK LANE44,On,918.41,15.31,7/11/2020,Yes,798.85,12.40,1.561,32.83,147.82,147.82,8869.3,8869.3
-86.19115770,40.98536272,AULT,HOME,BACK LANE44,On,791.59,13.19,7/11/2020,Yes,798.80,12.80,1.557,32.89,127.53,127.53,7652.0,7652.0
-86.19116602,40.98536313,AULT,HOME,BACK LANE44,On,717.83,11.96,7/11/2020,Yes,798.73,13.10,1.595,33.00,112.51,112.51,6750.6,6750.6
-86.19117453,40.98536338,AULT,HOME,BACK LANE44,On,620.45,10.34,7/11/2020,Yes,798.64,12.70,1.586,33.11,97.48,97.48,5848.6,5848.6
-86.19118244,40.98536364,AULT,HOME,BACK LANE44,On,695.52,11.59,7/11/2020,Yes,798.59,12.50,1.497,33.08,115.91,115.91,6954.4,6954.4
-86.19119032,40.98536356,AULT,HOME,BACK LANE44,On,509.55,8.492,7/11/2020,Yes,798.46,13.20,1.465,31.60,90.80,90.80,5448.0,5448.0
-86.19119790,40.98536390,AULT,HOME,BACK LANE44,On,459.24,7.654,7/11/2020,Yes,798.28,13.40,1.434,29.50,89.56,89.56,5373.3,5373.3
-86.19120543,40.98536391,AULT,HOME,BACK LANE44,On,491.12,8.185,7/11/2020,Yes,798.31,12.60,1.461,28.75,96.47,96.47,5788.1,5788.1
-86.19121216,40.98536392,AULT,HOME,BACK LANE44,On,354.63,5.910,7/11/2020,Yes,798.24,12.30,1.293,26.78,84.50,84.50,5070.1,5070.1
-86.19121829,40.98536392,AULT,HOME,BACK LANE44,On,367.57,6.126,7/11/2020,Yes,798.10,12.70,1.233,25.52,96.41,96.41,5784.8,5784.8
-86.19122441,40.98536400,AULT,HOME,BACK LANE44,On,291.75,4.863,7/11/2020,Yes,798.15,13.10,1.203,24.28,82.38,82.38,4942.8,4942.8
-86.19123149,40.98536400,AULT,HOME,BACK LANE44,On,231.91,3.865,7/11/2020,Yes,798.07,12.70,1.237,23.10,66.94,66.94,4016.6,4016.6
-86.19123843,40.98536401,AULT,HOME,BACK LANE44,On,245.03,4.084,7/11/2020,Yes,798.08,11.40,1.369,21.54,68.56,68.56,4113.4,4113.4
-86.19124813,40.98536404,AULT,HOME,BACK LANE44,On,262.93,4.382,7/11/2020,Yes,797.94,11.60,1.678,20.07,64.42,64.42,3865.5,3865.5
-86.19125732,40.98536393,AULT,HOME,BACK LANE44,On,266.36,4.439,7/11/2020,Yes,797.86,11.80,1.796,18.04,67.81,67.81,4068.5,4068.5
-86.19126922,40.98536389,AULT,HOME,BACK LANE44,On,206.14,3.436,7/11/2020,Yes,797.73,12.00,2.045,16.13,51.57,51.57,3094.3,3094.3
-86.19128073,40.98536402,AULT,HOME,BACK LANE44,On,149.18,2.486,7/11/2020,Yes,797.61,12.00,2.170,13.67,41.48,41.48,2488.7,2488.7
-86.19129390,40.98536404,AULT,HOME,BACK LANE44,On,150.78,2.513,7/11/2020,Yes,797.44,12.00,2.380,11.21,46.61,46.61,2796.3,2796.3
-86.19130867,40.98536480,AULT,HOME,BACK LANE44,On,93.71,1.562,7/11/2020,Yes,797.32,12.10,2.653,8.501,34.28,34.28,2056.9,2056.9
-86.19119648,40.98545758,AULT,HOME,BACK LANE44,On,17.61,0.293,7/11/2020,Yes,798.73,13.10,2.177,1.112,60.01,60.01,3600.3,3600.3
-86.19114254,40.98545513,AULT,HOME,BACK LANE44,On,478.66,7.978,7/11/2020,Yes,799.13,13.30,2.051,33.76,57.03,57.03,3421.8,3421.8
-86.19113202,40.98545529,AULT,HOME,BACK LANE44,On,343.98,5.733,7/11/2020,Yes,799.16,13.10,2.040,33.97,40.95,40.95,2457.2,2457.2
-86.19112167,40.98545537,AULT,HOME,BACK LANE44,On,493.17,8.220,7/11/2020,Yes,799.30,13.70,1.984,32.36,63.22,63.37,3793.4,3802.2
-86.19111615,40.98545559,AULT,HOME,BACK LANE44,On,613.30,10.22,7/11/2020,Yes,799.38,14.00,1.266,30.31,131.09,131.85,7865.5,7911.3
-86.19111050,40.98545551,AULT,HOME,BACK LANE44,On,606.88,10.11,7/11/2020,Yes,799.41,14.00,1.040,29.71,161.05,161.99,9663.2,9719.3
-86.19110142,40.98545549,AULT,HOME,BACK LANE44,On,749.56,12.49,7/11/2020,Yes,799.69,13.70,1.561,27.95,141.36,141.69,8481.5,8501.1
-86.19109304,40.98545547,AULT,HOME,BACK LANE44,On,688.50,11.48,7/11/2020,Yes,799.97,14.00,1.590,26.37,134.66,135.44,8079.6,8126.6
-86.19108491,40.98545511,AULT,HOME,BACK LANE44,On,715.19,11.92,7/11/2020,Yes,800.13,14.30,1.626,24.74,145.29,146.65,8717.5,8798.8
-86.19107663,40.98545526,AULT,HOME,BACK LANE44,On,781.33,13.02,7/11/2020,Yes,800.39,14.20,1.620,24.74,159.57,160.87,9574.3,9652.4
-86.19106812,40.98545503,AULT,HOME,BACK LANE44,On,808.36,13.47,7/11/2020,Yes,800.46,13.90,1.651,26.02,154.51,155.23,9270.8,9313.9
-86.19105980,40.98545489,AULT,HOME,BACK LANE44,On,942.69,15.71,7/11/2020,Yes,800.70,14.10,1.637,32.86,143.55,144.55,8613.0,8673.1
-86.19105076,40.98545460,AULT,HOME,BACK LANE44,On,628.49,10.47,7/11/2020,Yes,800.84,14.20,1.758,34.14,85.68,86.38,5140.8,5182.8
-86.19104005,40.98545433,AULT,HOME,BACK LANE44,On,818.69,13.64,7/11/2020,Yes,800.93,14.00,1.930,34.01,102.27,102.87,6136.3,6172.0
-86.19102886,40.98545398,AULT,HOME,BACK LANE44,On,891.88,14.86,7/11/2020,Yes,801.22,13.80,2.143,33.89,100.97,101.32,6058.1,6079.2
-86.19101767,40.98545362,AULT,HOME,BACK LANE44,On,917.30,15.29,7/11/2020,Yes,801.38,14.20,2.172,33.76,102.38,103.21,6142.7,6192.8
-86.19100628,40.98545328,AULT,HOME,BACK LANE44,On,970.97,16.18,7/11/2020,Yes,801.69,14.50,2.174,33.60,108.38,109.65,6503.0,6579.1
-86.19099476,40.98545322,AULT,HOME,BACK LANE44,On,803.66,13.39,7/11/2020,Yes,801.95,14.40,2.177,33.42,90.21,91.15,5412.3,5469.2
-86.19098335,40.98545290,AULT,HOME,BACK LANE44,On,954.70,15.91,7/11/2020,Yes,802.19,14.10,2.183,33.30,107.57,108.32,6454.3,6499.4
-86.19097189,40.98545270,AULT,HOME,BACK LANE44,On,802.31,13.37,7/11/2020,Yes,802.48,14.40,2.139,33.10,92.55,93.52,5552.7,5611.1
-86.19096074,40.98545238,AULT,HOME,BACK LANE44,On,863.69,14.39,7/11/2020,Yes,802.77,14.50,2.181,32.89,98.17,99.32,5890.4,5959.3
-86.19094966,40.98545222,AULT,HOME,BACK LANE44,On,819.37,13.66,7/11/2020,Yes,803.16,14.00,2.141,32.70,96.02,96.57,5761.0,5794.5
-86.19093787,40.98545194,AULT,HOME,BACK LANE44,On,812.04,13.53,7/11/2020,Yes,803.54,14.10,2.188,32.54,93.45,94.10,5606.8,5646.0
-86.19092667,40.98545172,AULT,HOME,BACK LANE44,On,897.19,14.95,7/11/2020,Yes,803.80,14.50,2.199,32.37,102.80,104.00,6168.1,6240.2
-86.19091520,40.98545159,AULT,HOME,BACK LANE44,On,768.53,12.81,7/11/2020,Yes,804.01,14.30,2.141,32.22,91.06,91.91,5463.6,5514.6
-86.19090345,40.98545152,AULT,HOME,BACK LANE44,On,884.57,14.74,7/11/2020,Yes,804.28,14.00,2.203,32.10,102.57,103.17,6154.4,6190.2
-86.19089152,40.98545130,AULT,HOME,BACK LANE44,On,758.41,12.64,7/11/2020,Yes,804.58,14.40,2.241,32.05,86.19,87.10,5171.4,5225.8
-86.19087989,40.98545111,AULT,HOME,BACK LANE44,On,844.86,14.08,7/11/2020,Yes,804.78,14.90,2.239,31.96,95.83,97.41,5750.1,5844.7
-86.19086763,40.98545083,AULT,HOME,BACK LANE44,On,943.54,15.73,7/11/2020,Yes,805.01,14.50,2.306,31.87,104.68,105.91,6280.9,6354.4
-86.19085560,40.98545041,AULT,HOME,BACK LANE44,On,810.83,13.51,7/11/2020,Yes,805.30,14.20,2.338,31.72,89.48,90.21,5368.7,5412.5
-86.19084317,40.98545004,AULT,HOME,BACK LANE44,On,888.57,14.81,7/11/2020,Yes,805.60,14.30,2.353,31.54,97.87,98.78,5872.1,5926.9
-86.19083088,40.98544946,AULT,HOME,BACK LANE44,On,854.11,14.24,7/11/2020,Yes,805.91,14.40,2.340,31.38,94.98,95.98,5698.6,5758.5
-86.19081883,40.98544892,AULT,HOME,BACK LANE44,On,828.59,13.81,7/11/2020,Yes,806.19,14.30,2.364,31.19,91.83,92.69,5510.0,5561.5
-86.19080621,40.98544864,AULT,HOME,BACK LANE44,On,803.94,13.40,7/11/2020,Yes,806.61,13.90,2.427,31.00,87.75,88.16,5265.1,5289.6
-86.19079318,40.98544821,AULT,HOME,BACK LANE44,On,886.62,14.78,7/11/2020,Yes,806.90,14.40,2.438,30.88,96.15,97.16,5769.0,5829.6
-86.19078023,40.98544780,AULT,HOME,BACK LANE44,On,915.12,15.25,7/11/2020,Yes,807.24,14.50,2.503,30.73,97.03,98.17,5821.8,5889.9
-86.19076770,40.98544731,AULT,HOME,BACK LANE44,On,820.80,13.68,7/11/2020,Yes,807.57,14.30,2.447,30.55,89.74,90.58,5384.6,5434.9
-86.19075500,40.98544675,AULT,HOME,BACK LANE44,On,934.78,15.58,7/11/2020,Yes,807.87,13.90,2.402,30.34,105.30,105.79,6317.8,6347.2
-86.19074258,40.98544621,AULT,HOME,BACK LANE44,On,871.43,14.52,7/11/2020,Yes,808.18,14.10,2.427,35.00,84.05,84.63,5042.7,5077.9
-86.19072994,40.98544562,AULT,HOME,BACK LANE44,On,923.80,15.40,7/11/2020,Yes,808.51,14.30,2.440,35.00,88.40,89.23,5304.0,5353.5
-86.19071727,40.98544516,AULT,HOME,BACK LANE44,On,825.82,13.76,7/11/2020,Yes,808.87,14.00,2.438,35.00,79.37,79.84,4762.4,4790.1
-86.19070460,40.98544466,AULT,HOME,BACK LANE44,On,858.99,14.32,7/11/2020,Yes,809.23,13.90,2.438,29.43,98.31,98.76,5898.3,5925.7
-86.19069163,40.98544449,AULT,HOME,BACK LANE44,On,858.99,14.32,7/11/2020,Yes,809.50,13.90,2.429,29.26,99.25,99.71,5955.2,5982.9
-86.19067871,40.98544403,AULT,HOME,BACK LANE44,On,925.50,15.42,7/11/2020,Yes,809.81,14.30,2.443,29.20,106.07,107.06,6364.2,6423.6
-86.19066599,40.98544389,AULT,HOME,BACK LANE44,On,733.32,12.22,7/11/2020,Yes,810.13,14.30,2.434,29.05,84.77,85.56,5086.4,5133.9
-86.19065294,40.98544376,AULT,HOME,BACK LANE44,On,917.38,15.29,7/11/2020,Yes,810.53,13.80,2.463,29.00,105.59,105.96,6335.4,6357.4
-86.19063943,40.98544354,AULT,HOME,BACK LANE44,On,876.91,14.62,7/11/2020,Yes,810.72,13.80,2.472,28.96,100.70,101.05,6042.1,6063.2
-86.19062636,40.98544335,AULT,HOME,BACK LANE44,On,904.35,15.07,7/11/2020,Yes,811.06,14.10,2.474,28.89,103.67,104.39,6220.1,6263.5
-86.19061337,40.98544324,AULT,HOME,BACK LANE44,On,927.02,15.45,7/11/2020,Yes,811.40,14.00,2.432,28.82,108.52,109.15,6511.3,6549.2
-86.19060022,40.98544310,AULT,HOME,BACK LANE44,On,764.20,12.74,7/11/2020,Yes,811.66,13.70,2.474,28.79,88.31,88.52,5298.7,5311.0
-86.19058683,40.98544293,AULT,HOME,BACK LANE44,On,867.36,14.46,7/11/2020,Yes,811.90,14.10,2.494,28.75,99.10,99.79,5945.9,5987.4
-86.19057338,40.98544289,AULT,HOME,BACK LANE44,On,829.95,13.83,7/11/2020,Yes,812.08,14.30,2.503,28.68,94.48,95.36,5668.8,5721.7
-86.19056023,40.98544265,AULT,HOME,BACK LANE44,On,940.32,15.67,7/11/2020,Yes,812.28,14.10,2.472,28.65,108.78,109.54,6526.7,6572.3
-86.19054669,40.98544253,AULT,HOME,BACK LANE44,On,980.59,16.34,7/11/2020,Yes,812.53,13.70,2.499,28.56,113.12,113.38,6787.0,6802.7
-86.19053293,40.98544248,AULT,HOME,BACK LANE44,On,1075.4,17.92,7/11/2020,Yes,812.67,14.30,2.541,28.49,121.41,122.54,7284.5,7352.5
-86.19051910,40.98544209,AULT,HOME,BACK LANE44,On,968.07,16.13,7/11/2020,Yes,812.77,14.50,2.499,28.46,111.02,112.32,6661.2,6739.1
-86.19050524,40.98544226,AULT,HOME,BACK LANE44,On,1012.4,16.87,7/11/2020,Yes,812.84,13.80,2.532,28.35,115.94,116.35,6956.7,6980.9
-86.19049237,40.98544235,AULT,HOME,BACK LANE44,On,1065.4,17.76,7/11/2020,Yes,813.09,13.60,2.530,28.42,122.11,122.25,7326.7,7335.2
-86.19047851,40.98544233,AULT,HOME,BACK LANE44,On,971.40,16.19,7/11/2020,Yes,813.13,14.00,2.543,28.39,110.35,110.99,6621.0,6659.4
-86.19046474,40.98544214,AULT,HOME,BACK LANE44,On,1002.4,16.71,7/11/2020,Yes,813.21,14.20,2.532,28.32,114.39,115.32,6863.1,6919.1
-86.19045107,40.98544211,AULT,HOME,BACK LANE44,On,1031.9,17.20,7/11/2020,Yes,813.32,13.60,2.552,28.24,117.95,118.09,7077.1,7085.3
-86.19043669,40.98544182,AULT,HOME,BACK LANE44,On,990.06,16.50,7/11/2020,Yes,813.33,13.60,2.572,28.24,112.30,112.43,6738.0,6745.8
-86.19042266,40.98544154,AULT,HOME,BACK LANE44,On,1043.2,17.39,7/11/2020,Yes,813.27,13.90,2.568,28.14,118.55,119.10,7112.8,7145.9
-86.19040908,40.98544113,AULT,HOME,BACK LANE44,On,956.83,15.95,7/11/2020,Yes,813.27,13.90,2.579,28.04,108.65,109.16,6519.3,6549.5
-86.19039547,40.98544098,AULT,HOME,BACK LANE44,On,1037.2,17.29,7/11/2020,Yes,813.25,13.60,2.550,27.91,120.08,120.22,7204.6,7212.9
-86.19038186,40.98544072,AULT,HOME,BACK LANE44,On,993.71,16.56,7/11/2020,Yes,813.28,13.40,2.537,27.92,115.75,115.75,6945.2,6945.2
-86.19036820,40.98544067,AULT,HOME,BACK LANE44,On,1022.1,17.04,7/11/2020,Yes,813.32,13.80,2.568,27.88,117.35,117.76,7041.2,7065.7
-86.19035455,40.98544054,AULT,HOME,BACK LANE44,On,1061.5,17.69,7/11/2020,Yes,813.28,13.60,2.604,27.90,120.41,120.55,7224.8,7233.2
-86.19034083,40.98544059,AULT,HOME,BACK LANE44,On,1028.3,17.14,7/11/2020,Yes,813.33,13.40,2.561,27.89,118.76,118.76,7125.4,7125.4
-86.19032721,40.98544054,AULT,HOME,BACK LANE44,On,1151.8,19.20,7/11/2020,Yes,813.15,13.80,2.566,27.94,132.08,132.54,7924.7,7952.3
-86.19031116,40.98544058,AULT,HOME,BACK LANE44,On,1181.1,19.68,7/11/2020,Yes,813.24,14.00,2.881,27.96,120.25,120.95,7214.8,7256.8
-86.19029544,40.98544069,AULT,HOME,BACK LANE44,On,1097.3,18.29,7/11/2020,Yes,813.13,13.80,3.006,28.02,107.07,107.44,6424.2,6446.6
-86.19027971,40.98544063,AULT,HOME,BACK LANE44,On,1127.3,18.79,7/11/2020,Yes,813.20,13.40,3.009,28.10,109.99,109.99,6599.4,6599.4
-86.19026388,40.98544047,AULT,HOME,BACK LANE44,On,1140.2,19.00,7/11/2020,Yes,813.16,13.30,3.029,28.13,110.42,110.42,6625.0,6625.0
-86.19024797,40.98544029,AULT,HOME,BACK LANE44,On,1320.4,22.01,7/11/2020,Yes,813.17,13.80,2.982,28.10,129.56,130.01,7773.6,7800.6
-86.19023172,40.98543964,AULT,HOME,BACK LANE44,On,1127.0,18.78,7/11/2020,Yes,813.07,13.70,3.053,28.05,108.30,108.55,6498.0,6513.1
-86.19021575,40.98543886,AULT,HOME,BACK LANE44,On,1196.8,19.95,7/11/2020,Yes,812.90,13.40,2.989,27.85,118.63,118.63,7117.6,7117.6
-86.19019973,40.98543814,AULT,HOME,BACK LANE44,On,1158.8,19.31,7/11/2020,Yes,812.91,13.20,3.011,27.61,115.01,115.01,6900.4,6900.4
-86.19018390,40.98543702,AULT,HOME,BACK LANE44,On,1182.5,19.71,7/11/2020,Yes,812.80,13.20,3.042,27.39,117.09,117.09,7025.2,7025.2
-86.19016787,40.98543599,AULT,HOME,BACK LANE44,On,1196.1,19.94,7/11/2020,Yes,812.73,13.50,3.015,27.05,121.00,121.00,7259.8,7259.8
-86.19015195,40.98543491,AULT,HOME,BACK LANE44,On,1112.8,18.55,7/11/2020,Yes,812.76,13.30,3.020,26.71,113.81,113.81,6828.5,6828.5
-86.19013597,40.98543360,AULT,HOME,BACK LANE44,On,1045.9,17.43,7/11/2020,Yes,812.61,13.30,3.015,26.40,108.37,108.37,6502.2,6502.2
-86.19012007,40.98543228,AULT,HOME,BACK LANE44,On,1117.9,18.63,7/11/2020,Yes,812.53,13.40,3.047,26.04,116.25,116.25,6975.0,6975.0
-86.19010427,40.98543086,AULT,HOME,BACK LANE44,On,1067.2,17.79,7/11/2020,Yes,812.49,13.50,3.000,25.62,114.55,114.55,6872.7,6872.7
-86.19008839,40.98542960,AULT,HOME,BACK LANE44,On,1050.9,17.52,7/11/2020,Yes,812.41,13.40,3.015,25.17,114.25,114.25,6854.9,6854.9
-86.19007244,40.98542847,AULT,HOME,BACK LANE44,On,1035.8,17.26,7/11/2020,Yes,812.49,13.40,3.047,24.74,113.37,113.37,6802.3,6802.3
-86.19005651,40.98542734,AULT,HOME,BACK LANE44,On,1058.7,17.65,7/11/2020,Yes,812.44,13.40,3.033,24.36,118.21,118.21,7092.4,7092.4
-86.19004034,40.98542639,AULT,HOME,BACK LANE44,On,1015.6,16.93,7/11/2020,Yes,812.39,13.80,3.020,23.96,115.38,115.78,6922.6,6946.7
-86.19002528,40.98542576,AULT,HOME,BACK LANE44,On,978.88,16.31,7/11/2020,Yes,812.42,13.60,2.924,23.63,116.77,116.90,7005.9,7014.0
-86.19001156,40.98542546,AULT,HOME,BACK LANE44,On,976.90,16.28,7/11/2020,Yes,812.39,13.30,2.671,23.41,128.92,128.92,7735.4,7735.4
-86.18999785,40.98542523,AULT,HOME,BACK LANE44,On,971.29,16.19,7/11/2020,Yes,812.36,13.30,2.599,23.32,132.19,132.19,7931.7,7931.7
-86.18998418,40.98542541,AULT,HOME,BACK LANE44,On,1015.8,16.93,7/11/2020,Yes,812.37,13.70,2.579,23.28,139.27,139.59,8356.0,8375.3
-86.18997054,40.98542560,AULT,HOME,BACK LANE44,On,938.65,15.64,7/11/2020,Yes,812.40,13.50,2.602,23.42,127.11,127.11,7626.4,7626.4
-86.18995686,40.98542645,AULT,HOME,BACK LANE44,On,1009.8,16.83,7/11/2020,Yes,812.41,13.20,2.599,23.61,135.76,135.76,8145.3,8145.3
-86.18994315,40.98542730,AULT,HOME,BACK LANE44,On,1045.9,17.43,7/11/2020,Yes,812.36,13.30,2.599,24.07,137.92,137.92,8275.1,8275.1
-86.18992955,40.98542826,AULT,HOME,BACK LANE44,On,1045.9,17.43,7/11/2020,Yes,812.33,13.70,2.595,24.51,135.38,135.69,8122.5,8141.4
-86.18991611,40.98542900,AULT,HOME,BACK LANE44,On,999.06,16.65,7/11/2020,Yes,812.29,13.60,2.543,24.94,129.78,129.93,7787.0,7796.0
-86.18990235,40.98542982,AULT,HOME,BACK LANE44,On,1076.1,17.93,7/11/2020,Yes,812.21,13.30,2.561,25.21,137.51,137.51,8250.3,8250.3
-86.18988886,40.98543051,AULT,HOME,BACK LANE44,On,1039.6,17.33,7/11/2020,Yes,812.08,13.20,2.602,25.54,129.05,129.05,7743.2,7743.2
-86.18987535,40.98543135,AULT,HOME,BACK LANE44,On,1081.6,18.03,7/11/2020,Yes,812.05,13.60,2.564,25.84,134.53,134.69,8072.1,8081.4
-86.18986180,40.98543182,AULT,HOME,BACK LANE44,On,1072.3,17.87,7/11/2020,Yes,811.96,13.50,2.572,26.23,131.12,131.12,7867.2,7867.2
-86.18984841,40.98543265,AULT,HOME,BACK LANE44,On,1103.1,18.38,7/11/2020,Yes,811.99,13.40,2.559,26.46,134.42,134.42,8064.9,8064.9
-86.18983492,40.98543294,AULT,HOME,BACK LANE44,On,1063.7,17.73,7/11/2020,Yes,812.02,13.20,2.566,26.88,127.24,127.24,7634.5,7634.5
-86.18982131,40.98543326,AULT,HOME,BACK LANE44,On,1132.3,18.87,7/11/2020,Yes,812.01,13.60,2.568,27.03,134.43,134.59,8066.0,8075.3
-86.18980788,40.98543337,AULT,HOME,BACK LANE44,On,1005.6,16.76,7/11/2020,Yes,812.09,13.70,2.572,27.23,118.17,118.45,7090.4,7106.8
-86.18979425,40.98543334,AULT,HOME,BACK LANE44,On,1031.0,17.18,7/11/2020,Yes,812.14,13.30,2.593,27.35,119.94,119.94,7196.7,7196.7
-86.18978078,40.98543322,AULT,HOME,BACK LANE44,On,1013.5,16.89,7/11/2020,Yes,812.22,13.20,2.559,27.38,119.34,119.34,7160.2,7160.2
-86.18976731,40.98543310,AULT,HOME,BACK LANE44,On,1103.9,18.40,7/11/2020,Yes,812.23,13.60,2.539,27.34,131.07,131.23,7864.5,7873.6
-86.18975388,40.98543309,AULT,HOME,BACK LANE44,On,1042.3,17.37,7/11/2020,Yes,812.24,13.80,2.599,27.30,120.75,121.17,7245.2,7270.5
-86.18974029,40.98543295,AULT,HOME,BACK LANE44,On,1037.5,17.29,7/11/2020,Yes,812.24,13.40,2.577,27.29,121.70,121.70,7302.1,7302.1
